nodes,edges,peak_mem_mb,watch_ms,rollout_ms,fps
10,13,0.01764678955078125,0.0,5.008935928344727,9999.0
25,52,0.05930614471435547,0.0,10.271549224853516,9999.0
50,169,0.17574310302734375,0.0,20.17045021057129,9999.0
100,579,0.6012134552001953,0.6413459777832031,48.54440689086914,1559.2208178438661
250,3269,3.429319381713867,2.6624202728271484,213.80019187927246,375.5981015492075
500,12627,13.600515365600586,12.742042541503906,711.8268013000488,78.48035326697104
1000,49630,54.66168022155762,72.3578929901123,2897.6073265075684,13.820192361552731
